source,target,links
Lalil," #LISA won ""SONG OF THE YEAR"" with \'LALISA\' at the Asian Pop Music Awards 2021.\n\nCongratulations LISA \xf0\x9f\xa5\xb3\n\n\xeb\xb8\x94\xeb\x9e\x99\xed\x95\x91\xed\x81\xac \xeb\xa6\xac\xec\x82\xac #LISA #\xeb\xa6\xac\xec\x82\xac\xe2\x80\xa6'",1
adya, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
𝖒𝖎𝖉𝖓𝖎𝖌𝖍𝖙❤️‍🔥, OMFG LALISA WON SONG OF THE YEAR (overseas) for ASIAN POP MUSIC AWARD 2021! Congratulations Lisa! \n\n#LISA #money #SG http\xe2\x80\xa6',1
☘︎パ♥︎ー♥︎ル㋛︎ ✯ᵇᵇᵉᵘᶜʰⁱⁿˢ𓃠," LISA bags a total of 4 awards at APMA 2021! \xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20\xe2\x80\xa6'",1
irma❄️," \xf0\x9f\x8f\x86 | #LISA and #ROS\xc3\x89 both won at the\n#2021HanteoMusicAwards for \xe2\x80\x9cArtist Award (Female Solo TOP 3)"". Congratulations CHA\xe2\x80\xa6'",1
เมนลักคือเจ้าลิช, LALISA by #LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! We are very proud of you Queen L. \xf0\x9f\x91\xb8\n\nCo\xe2\x80\xa6',1
Thitinan, Congratulations LISA\n\xe0\xb8\xa0\xe0\xb8\xb9\xe0\xb8\xa1\xe0\xb8\xb4\xe0\xb9\x83\xe0\xb8\x88 \xe0\xb8\x9b\xe0\xb8\xa5\xe0\xb8\xb7\xe0\xb9\x89\xe0\xb8\xa1\xe0\xb9\x83\xe0\xb8\x88 \xe0\xb8\x94\xe0\xb8\xb5\xe0\xb9\x83\xe0\xb8\x88 \xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x86 \xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\xa5\xe0\xb8\xb4\xe0\xb8\x8b\xe0\xb8\x99\xe0\xb8\xb0\xe0\xb8\x84\xe0\xb8\xb0\n\nLALISA APMA SOTY \n#VoteLISAforSMA https,1
cha_orano, Another one... Congratulations Lisa \xf0\x9f\xa5\xb3 #LALISA #SONGOFTHEYEAR https,1
James Paul Soriano, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
เดซี่ของคุณควอนจียง, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
𝗢𝟱𝗼𝗼% | เด่กสมบัติคัมยังคับ, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
Jam, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
❤️‍🔥LISA⁰³²⁷ REST💸 :), Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
Thitinan, @4Ls4ever \xe0\xb8\xa1\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a\xe0\xb9\x80\xe0\xb8\x99\xe0\xb9\x89 \xf0\x9f\x91\x91\xf0\x9f\x91\x91\xf0\x9f\x91\x91\xf0\x9f\x91\x91                                          Congratulations Queen LISA\n\nLALISA APMA SOTY\n\nAs\xe2\x80\xa6',1
น้องมันนี่มีน้องเลิฟ🥰, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
BLNKINTNL, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Thitinan, \xe0\xb8\x95\xe0\xb8\xad\xe0\xb8\x99\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\x9e\xe0\xb8\xa5\xe0\xb8\x87 #LALISA  by #LISA  \xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\x87\xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\xa5\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81 Asian Pop Music Award 2021\n\xf0\x9f\x93\x8c Song of the Year\n\xf0\x9f\x93\x8c People\xe2\x80\x99s Choice Award\n\n\xe0\xb8\x9b\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\x81\xe0\xb8\x81\xe0\xb8\x81\xe0\xb8\x81\xe2\x80\xa6',1
Murchida Dsilva, Congratulations Lisa! \n\nLALISA APMA SOTY \n#VoteLISAforSMA https,1
Lily_Sup, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
Lisa’sPRETTYTITA," CONGRATULATIONS My LOVE 4 awards at APMA 2021! \xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 2\xe2\x80\xa6'",1
park ji mun🦋, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
stitchy, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
Thitinan, Congratulations LISA \xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89 Won!\xf0\x9f\x8f\x86Song of the Year! (Asian Pop Music Awards 2021) \xf0\x9f\x98\x8d\xf0\x9f\x92\x9b\n\n#LISA #LALISA #\xe0\xb8\xa5\xe0\xb8\xb4\xe0\xb8\x8b\xe0\xb9\x88\xe0\xb8\xb2 https,1
eve💛Lalisa, LALISA by #LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021. You deserve it QUEEN\xf0\x9f\xa5\xba\xf0\x9f\x91\x91\n\nCongratula\xe2\x80\xa6',1
moneybbhot100, Asian Pop Music Awards 2021 \n\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nT\xe2\x80\xa6',1
Blinkiess, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
Lali Kyn," LALISA by LISA has won ""SONG OF THE YEAR"" (Overseas) at the Asian Pop Music Awards 2021! \n\nCongratulations LISA\xf0\x9f\x91\x91 \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89\n@BL\xe2\x80\xa6'",1
Sakura, Asian Pop Music Awards 2021 \n\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nT\xe2\x80\xa6',1
♡𝘕𝘨𝘢𝘯𝘮𝘪𝘶𝘴𝘪𝘤.𝘵𝘬𝘴𐤀, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
Delle#SANVERS, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
ppeuppeuluvme, Both #LISA &amp; #ROS\xc3\x89 has won 4 awards at Asian Pop Music Awards 2021 (overseas) \xf0\x9f\x91\xb8\xf0\x9f\x91\x8f\n\nHuge congratulations to our both Sol\xe2\x80\xa6',1
magali ⁴ - ҂ . snowdrop in cap -5. ❄, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
LS💛💜:-), Asian Pop Music Awards 2021 \n\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nT\xe2\x80\xa6',1
Jendukie Copo de nieve, Both #LISA &amp; #ROS\xc3\x89 has won 4 awards at Asian Pop Music Awards 2021 (overseas) \xf0\x9f\x91\xb8\xf0\x9f\x91\x8f\n\nHuge congratulations to our both Sol\xe2\x80\xa6',1
Bryan Moreta, \xf0\x9f\x8f\x86 | #LISA\xe2\x80\x99s \xe2\x80\x9cLALISA\xe2\x80\x9d has won SONG OF THE YEAR at the Asian Pop Music Awards 2021. \n\nCONGRATULATIONS LISA!\n#BLACKPINK #\xe2\x80\xa6',1
Jane, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
PPP, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
LISAPINK🧣❄️, \xf0\x9f\x8f\x86#2021\xed\x95\x9c\xed\x84\xb0\xeb\xae\xa4\xec\xa7\x81\xec\x96\xb4\xec\x9b\x8c\xec\xa6\x88\n\xf0\x9f\x8f\x86#2021HanteoMusicAwards\n\n#ArtistAward\xf0\x9f\x8f\x86 #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81\xf0\x9f\x8f\x86\nFemale Solo TOP 3\n\n\xf0\x9f\x8f\x86\xeb\xa6\xac\xec\x82\xac #LISA @BLACKPINK\n\n\xec\x88\x98\xec\x83\x81\xec\x9d\x84 \xec\xa7\x84\xec\x8b\xac\xec\x9c\xbc\xeb\xa1\x9c \xec\xb6\x95\xed\x95\x98\xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x8e\x89\xe2\x80\xa6',1
Melanie, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
eve💛Lalisa, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
L..J..L.., LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Bérly, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
♡𝘕𝘨𝘢𝘯𝘮𝘪𝘶𝘴𝘪𝘤.𝘵𝘬𝘴𐤀, \xf0\x9f\x8f\x86 | #LISA\xe2\x80\x99s \xe2\x80\x9cLALISA\xe2\x80\x9d has won SONG OF THE YEAR at the Asian Pop Music Awards 2021. \n\nCONGRATULATIONS LISA!\n#BLACKPINK #\xe2\x80\xa6',1
สะมะกิ๊งกุ๊งกิ๊ง~, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
ᒪISᗩ⁰³²⁷ SOLO 🗣สตรีม SG MONEY LALISA🖤💖|||," Congratulations\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\n\n#LISA won ""SONG OF THE YEAR"" with \'LALISA\' at the Asian Pop Music Awards 2021.\n\n\xeb\xb8\x94\xeb\x9e\x99\xed\x95\x91\xed\x81\xac \xeb\xa6\xac\xec\x82\xac \n#LISA  #\xeb\xa6\xac\xec\x82\xac #L\xe2\x80\xa6'",1
baobao327pp, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
ซา シ ปือปือชิน, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
ล้วงแข่ว, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
สกุณาสิงร่าง🕊," Congratulations\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\n\n#LISA won ""SONG OF THE YEAR"" with \'LALISA\' at the Asian Pop Music Awards 2021.\n\n\xeb\xb8\x94\xeb\x9e\x99\xed\x95\x91\xed\x81\xac \xeb\xa6\xac\xec\x82\xac \n#LISA  #\xeb\xa6\xac\xec\x82\xac #L\xe2\x80\xa6'",1
꒰ คิมลาลิ ꒱ 🧸⁰³²⁷, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
Legends, \xf0\x9f\x93\xa3 Asian Pop Music Awards 2021\n\n\xf0\x9f\x8f\x86 Song of the Year - LALISA by LISA\n\nCongratulations!\n\nLALISA APMA SOTY \n#VoteLISAforSMA ht\xe2\x80\xa6',1
KunLisa_Sxy Girl, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
NanoNan, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Tajidee, Congratulations to our Queen Lisa! \n\nLALISA APMA SOTY\n#VoteLISAforSMA #LISA #LALISA https,1
ً," Congratulations to #LISA for winning ""Song of the Year (Overseas)"" for \'LALISA\' at the Asian Pop Music Awards 2021.\n\n\xeb\xb8\x94\xe2\x80\xa6'",1
ʕ⁎̯͡⁎ʔ༄ ลูกหนี้ทอมนุ้ก ♪( ´θ｀)ノ, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
แม่, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
🌻🦋, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Bunnylovecat1997, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LIS\xe2\x80\xa6',1
iran, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
Maze |, LALISA by #LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! We are very proud of you Queen L. \xf0\x9f\x91\xb8\n\nCo\xe2\x80\xa6',1
Bryan Moreta, CONGRATULATIONS #ROS\xc3\x89 &amp; #LISA for winning Best Female Solo #ArtistAward  #\xec\x95\x84\xed\x8b\xb0\xec\x8a\xa4\xed\x8a\xb8\xec\x83\x81 on #2021HanteoMusicAwards! \xf0\x9f\x8f\x86\n\n#BLACKPI\xe2\x80\xa6',1
TanPan🔪💔, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
jerara, OMFG LALISA WON SONG OF THE YEAR (overseas) for ASIAN POP MUSIC AWARD 2021! Congratulations Lisa! \n\n#LISA #money #SG http\xe2\x80\xa6',1
Delle#SANVERS, CONGRATULATIONS LISA \xf0\x9f\xa5\xb3\n\nLALISA APMA SOTY \n#VoteLISAforSMA',1
아가씨 :) | STILL IN LALISA ERA," Congratulations\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\n\n#LISA won ""SONG OF THE YEAR"" with \'LALISA\' at the Asian Pop Music Awards 2021.\n\n\xeb\xb8\x94\xeb\x9e\x99\xed\x95\x91\xed\x81\xac \xeb\xa6\xac\xec\x82\xac \n#LISA  #\xeb\xa6\xac\xec\x82\xac #L\xe2\x80\xa6'",1
LifeIsShortLiveWisely, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
jewelpinks | SNOWDROP❄️, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Milmilo, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
itel, #LISA bags 4 wins at the Asian Pop Music Awards 2021.\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LI\xe2\x80\xa6',1
Min'Sure, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Bia | IA :) 📚, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
Pakbom, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
lisaliyh💸," [INFO] \xc2\xa1\'#LALISA\' de #LISA gan\xc3\xb3 ""Canci\xc3\xb3n del a\xc3\xb1o (en el extranjero)"" en los Asian Pop Music Awards 2021!\n\nCONGRATULATIONS L\xe2\x80\xa6'",1
Ratti love Lisa 0327, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
lili lee :), LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
เพลงมันนี่ของลิซ่าปังมาก, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
Much_LM1103," LISA bags a total of 4 awards at APMA 2021! \xf0\x9f\x8f\x86\n\n- Song of the Year ""LALISA"" \n- Top 20 Albums of the Year ""LALISA""\n- Top 20\xe2\x80\xa6'",1
jerara, \xf0\x9f\x93\xa3 Asian Pop Music Awards 2021\n\n\xf0\x9f\x8f\x86 Song of the Year - LALISA by LISA\n\nCongratulations!\n\nLALISA APMA SOTY \n#VoteLISAforSMA ht\xe2\x80\xa6',1
Lali Kyn, Congratulations Queen LISA\xf0\x9f\x91\x91\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\xa5\xb3\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x89\n\nLALISA APMA SOTY \n#VoteLISAforSMA',1
Chinach_nun, Congratulations LISA \xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89 Won!\xf0\x9f\x8f\x86Song of the Year! (Asian Pop Music Awards 2021) \xf0\x9f\x98\x8d\xf0\x9f\x92\x9b\n\n#LISA #LALISA #\xe0\xb8\xa5\xe0\xb8\xb4\xe0\xb8\x8b\xe0\xb9\x88\xe0\xb8\xb2 https,1
아가씨 :) | STILL IN LALISA ERA, OMFG LALISA WON SONG OF THE YEAR (overseas) for ASIAN POP MUSIC AWARD 2021! Congratulations Lisa! \n\n#LISA #money #SG http\xe2\x80\xa6',1
Lalil," LALISA by LISA has won ""SONG OF THE YEAR"" (Overseas) at the Asian Pop Music Awards 2021! \n\nCongratulations LISA\xf0\x9f\x91\x91 \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89\n@BL\xe2\x80\xa6'",1
LiliUSA, LALISA by LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! Congratulations LALISA \xf0\x9f\xa5\xb3\xf0\x9f\x92\x9b https,1
Lily_Sup, LALISA by #LISA has won Song of the Year (Overseas) at Asian Pop Music Awards 2021! We are very proud of you Queen L. \xf0\x9f\x91\xb8\n\nCo\xe2\x80\xa6',1
bblgee2, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
ทาร์ซาน, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
💖(:NE(:LI×SA:)NE:)💖, \xe0\xb8\xa2\xe0\xb8\xb4\xe0\xb8\x99\xe0\xb8\x94\xe0\xb8\xb5\xe0\xb8\x94\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb8\xa2\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x84\xe0\xb8\xa7\xe0\xb8\xb2\xe0\xb8\xa1\xe0\xb8\xaa\xe0\xb8\xb3\xe0\xb9\x80\xe0\xb8\xa3\xe0\xb9\x87\xe0\xb8\x88\xe0\xb8\x81\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb9\x81\xe0\xb8\xa3\xe0\xb8\x81\xe0\xb8\x82\xe0\xb8\xad\xe0\xb8\x87  L1SA\nCONGRATULATIONS\xe2\x80\x8b LISA\n\n(OVERSEAS)\nSong of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award\xe2\x80\xa6',1
LS1, Song of The Year - LALISA \nPeople\xe2\x80\x99s Choice Award - LISA\nTOP 20 Songs of the Year - LALISA\nTOP 20 Albums of the Year - LALIS\xe2\x80\xa6',1
Chinach_nun, @LISANATIONS_ CONGRATULATIONS LISA\nLALISA APMA SOTY\n#VoteLISAforSMA https,1
LS1 IS OUT ON SEPT. 10, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
Miririiiii 🦁🐰, Just imagining how wild and legendary Lisa\xe2\x80\x99s first stage performance of MONEY will be! \n\nCONGRATULATIONS LISA\nLALISA APMA SO\xe2\x80\xa6',1
Naome 9786, LISA has won SONG OF THE YEAR for LALISA and ROS\xc3\x89 has won BEST MUSIC VIDEO for On The Ground at the Asian Pop Music Award\xe2\x80\xa6',1
🍿 Popcorn, \xf0\x9f\x8f\x86 | Congratulations #LISA for winning 4 awards at the Asian Pop Music Awards 2021.\n\n\xf0\x9f\x8f\x86 Song Of The Year\n\xf0\x9f\x8f\x86 Top 20 Albums O\xe2\x80\xa6',1
𓆩☻𓆪sssong, Lisa and Ros\xc3\xa9 both won 4 awards at the Asian Pop Music Awards 2021. Congratulations Girls well deserved @BLACKPINK https,1
